"Descripción del error","Error Description"
"Descripción referencia(1)","Reference description (1)"
"Descripción referencia(2)","Reference description (2)"
"Desde","From"
"Desde:","From:"
"Desde aquí cerraremos la edición de nuestro código de cliente, sin guardar.","From here we will close the edition of our client code, without saving."
"Desde aquí guardaremos nuestro código de cliente.","From here we will save our client code."
"Codigo entregado por Correos Express, consta de 9 dígitos. En caso de no disponer de él, pongase en contacto con Correos Express.","Code delivered by Correos Express, consists of 9 digits. If you do not have it, contact Correos Express."
"Desde(h:m)","From(h:m)"
"Desplegable con el listado de remitentes de la tienda en curso. Siempre vendrá seleccionado nuestro “Remitente por defecto”, pudiendo cambiarlo cuando se desee.","Deployable with the list of senders of the store in progress.Our default sender will always be selected, being able to change it whenever you want."
"Desplegable con las posiciones posibles para el tipo de etiqueta seleccionado.","Drop down with possible positions for the type of label selected."
"Desplegable con las posiciones posibles para el tipo de etiqueta seleccionado. Específico para la reimpresión de etiquetas","Dropdown with the possible positions for the type of label selected. Specific for label reprinting"
"Desplegable con las tiendas disponibles, deberemos seleccionar la tienda sobre la que queremos trabajar.","Drop down with the available stores, we must select the store we want to work on."
"Desplegable mediante el que seleccionaremos el tipo de etiqueta que queramos obtener.","Drop down by which we select the type of label we want to obtain."
"Desplegable mediante el que seleccionaremos el tipo de etiqueta que queramos obtener. Específico para la reimpresión de etiquetas","Dropdown through which we select the type of label we want to obtain. Specific for label reprinting"
"Destinatarios:","Recipients:"
"Detalle del resultado de la búsqueda de pedidos.","Detail of the result of the search of orders."
"Devuelto cex","Returned Cex"
"Devuelto cex <span class=count">(%s)</span>  ","  Returned Cex <span class=count">(%s)</span>"
"Dirección","Address"
"Dirección de destino","Receiver address"
"DIRECCIÓN DESTINATARIO","RECEIVER ADDRESS"
"Dirección destino","Delivery address"
"Dirección recogida","Pickup address"
"Déjanos tus datos y te llamamos con una oferta de servicios específica para ti.","Leave us your information and we will call you with a specific service offer for you."
"Editar Credenciales","Edit Credentials"
"EDITAR","EDIT"
"Ejecutar actualizaciones","Run updates"
"El código %s no se ha podido crear","The code %s couldn't be created"
"El código %s se ha agregado correctamente","The code %s has been added successfully"
"El código de cliente %s no ha sido actualizado","The client code %s couldn't be created"
"El código de cliente %s se ha actualizado correctamente","The client code %s has been updated successfully"
"El código de cliente debe tener 9 digitos","The customer code must have 9 digits"
"El código de cliente ha sido borrado con éxito","Client Code has been deleted successfully"
"El código de cliente y los remitentes asociados han sido borrados correctamente","The client code and associated senders have been successfully deleted"
"El código de cliente y sus remitentes asignados han sido borrados con éxito","The Client Code and its assigned senders have been deleted successfully"
"El remitente ha sido creado con exito","Sender has been created correctly"
"El código no podido ser borrado","The client code couldn't be deleted"
"El envío ","The shipment "
"El envío ha sido borrado correctamente","The shipment has been deleted successfully"
"El logo es demasiado grande, debe ser menor de 400 kB","The logo is too large, it must be less than 400 kB"
"El número de dígitos no corresponden con ningún Código Cliente","The number of digits does not match any Client Code"
"El producto CEX seleccionado no permite entrega los sábados.","The selected CEX product does not allow delivery on Saturdays."
"El remitente %s no se ha podido crear","The sender %s couldn't be created"
"El remitente %s se ha agregado correctamente","The sender %s was added successfully"
"El remitente ha sido borrado correctamente","The sender was deleted"
"El remitente ha sido borrado correctamente. Ahora no tiene remitentes por defecto","The sender has been successfully deleted. Now it has no default senders"
"El remitente no ha podido ser borrado","The sender couldn't be deleted"
"El remitente por defecto no es válido","The default sender is invalid"
"El remitente por defecto se ha actualizado correctamente","The default sender has been updated"
", el servicio de entrega en oficina de Correos.",", the delivery in Post office service."
"El tiempo seleccionado determina con que frecuencia se actualizan los estados de los pedidos.","The selected time determines how often the order statuses are updated."
"ELIMINA INCERTIDUMBRE.","GET RID OF UNCERTAINTY."
"Eliminar Imagen","Delete image"
"Eliminar seguimiento.","Remove tracking."
"Email","Email"
"Email destinatario","Delivey email"
"Email remitente","Sender email"
"email@email.com  ","email@email.com"
"En curso cex","Sending Cex"
"En curso cex <span class=count">(%s)</span>  ","Sending CEX <span class=count">(%s)</span>"
"En esta sección se pueden descargar los informes para el soporte con Correos Express.","In this section you can download the reports for support with Correos Express."
"En este formulario nos encargamos de configurar el CRON, el cual se encarga de modificar el estado del pedido automáticamente cuando se cumplan las condiciones dadas.","In this form we take care of configuring the CRON which is responsible for modifying the order status automatically when the given conditions are met."
"En este formulario se relacionan los transportistas con los productos de Correos Express contratados.","In this form the carriers are related to the products of Correos Express contracted."
"EN ESTOS MOMENTOS NO SE HA PODIDO CURSAR LA PETICIÓN","IN THESE MOMENTS THE PETITION HAS NOT BEEN ABLE TO COURAGE"
"Encargados del tratamiento.","Managers of the treatment."
"ENLACE","LINK"
"Enlace al pedido que ha provocado el error, si procede(ERROR GENERAL en caso de error genérico)","Link to the order that caused the error, if applicable (GENERAL ERROR in case of generic error)"
"Enlace que abrirá la página de seguimiento de pedido de Correos Express","Link that opens the Correos Express order tracking page"
"ENTREGA CUANTO ANTES.","DELIVERY AS SOON AS POSSIBLE."
"ENTREGA EN OFICINA DE CORREOS","DELIVERY IN POST OFFICE"
"Entrega en oficinas de correos","Delivery at post office"
"Entrega sábado","Delivery on saturday"
"Entregado cex","Delivered cex"
"Entregado cex <span class=count">(%s)</span>  ","  Delivered cex <span class=count">(%s)</span>"
"ENVIAR","SEND"
"Envio","Shipping"
"Envío","Shipping"
"Envíos con origen y/o destino Portugal","Shipments with origin and / or destination Portugal"
"Error [PSDBE] al guardar el envío, referencia duplicada en la BD [SAVED]. Cambie la referencia y vuelva a intentarlo ","Error [PSDBE] when saving the shipment, duplicate reference in the BD [SAVED]. Change the reference and try again "
"Error [PSDBE] al guardar el envío, referencia duplicada en la BD [SAVED]. Cambie la referencia y vuelva a intentarlo ","Error [PSDBE] when saving the shipment, duplicate reference in the BD [SAVED]. Please change the reference and try again"
"Error de Código de Cliente","Client Code Error"
"Error de selección","Selection error"
"Error en la respuesta. Vuelva a intentarlo más tarde","Response failed. Please try again later"
"ERROR GENERAL","GENERAL ERROR"
"Error Http: ","Http Error: "
"Error no hay guardado ningún remitente por defecto","Error no sender is saved by default"
"Error Validar Credenciales","Validate Credentials"
"Errores en la impresión de la etiqueta","Errors ocurred printing label"
"Es una devolución","It's a devolution"
"España","Spain"
"Esta opción activa/desactiva el seguimiento de los pedidos","This option allows activating the tracking link, in the orders section."
"Esta opción determina si cuando el pedido se actualiza a medida que pasa por los diferentes estados de seguimiento","This option determines whether when the order is updated as it passes through the different tracking states"
"Esta opción permite activar el enlace de seguimiento, en la sección pedidos.","This option allows activating the tracking link, in the orders section."
"Esta opción permite añadir número de envío a la orden.","This option allows you to add the shipping number to the order."
"Esta opción permite añadir observaciones del cliente a la etiqueta.","This option allows adding customer comments to the label."
"Esta orden tiene un trasportista asignado que no corresponde con ninguna modalidad de envío de CorreosExpress.","This order has an assigned carrier that does not correspond to any CorreosExpress shipping method."
"ESTADO","STATUS"
"Estado","Status"
"Estado Anulado","Canceled status"
"Estado del pedido tras la grabación","Order status after recording"
"Estado Devuelto","Returned status"
"Estado en curso","Sending status"
"Estado Entregado","Delivered status"
"Estados:","Status:"
"Este apartado nos permitirá configurar los cambios de estado automáticos para nuestros pedidos, único para todas las tiendas.","Sender management, you can have as many as you want. Each store will have only one active, which will be determined with the Sender by default."
"Este es la sección de configuración para módulo de correos express. Es la parte mas importante de nuestro módulo y su correcto funcionamiento depende de ella.","This is the configuration section for express mail module. It is the most important part of our module and its correct functioning depends on it."
"Exportar a csv","Export to csv"
"Exportar a excel","Export to excel"
"Exportar a pdf","Export to pdf"
"Facturacion","Billing"
"Facturación","Billing"
"Fecha","Date"
"FECHA","DATE"
"FECHA CREACIÓN","CREATION DATE"
"Fecha de grabación","Recording date"
"Fecha de Recogida","Pick up date"
"Fecha marcada para la entrega del pedido.","Date marked for the delivery of the order."
"Fecha sobre la que realizaremos la búsqueda de pedidos.","Date on which we will perform the search for orders."
"Filtro mediante el que realizar la búsqueda de nuestros pedidos.","Filter through which to search for our orders."
"Finalidad:","Purpose:"
"Formato Inválido (JPG/PNG)","Invalid Format (JPG / PNG)"
"Generación de resumen de pedidos","Generation of order summary"
"Generar Envíos","Generate your shipments"
"Gestiona los errores de tu pedido","Manage the errors of your order"
"GESTIONAR CÓDIGOS DE CLIENTE","MANAGE CUSTOMER CODES"
"Gestión de código de cliente, un código activo por tienda. El código de cliente activo se determina mediante el Remitente por defecto de cada tienda.","Customer code management, one active code per store. The active customer code is determined by the Default Sender of each store."
"Gestión de remitentes, podrás tener todos los que quieras. Cada tienda tendrá solo uno activo, que se determinará con el Remitente por defecto.","Sender management, you can have as many as you want. Each store will have only one active, which will be determined with the Sender by default."
"Gestión de remitentes, podrás tener todos los que quieras. La tienda tendrá solo uno activo, que se determinará con el Remitente por defecto.","Management of senders, you can have as many as you want. The store will have only one active, which will be determined with the Default sender."
"Grabación masiva de pedidos","Massive order recording"
"Grabar Envío","Record Shipment"
"Grabar Recogida","Record Collection"
"Guardar","Save"
"Guardar configuración Cron","Save Cron settings"
"Guardar configuración de usuario","Save user settings"
"Guardar configuración del cron","Save Cron settings"
"Guardar Credenciales de usuario","Save User Credentials"
"Guardar credenciales","Save Credentials"
"Guardar datos de cliente","Save client data"
"Guardar Producto","Save Product"
"Guardar productos","Save products"
"Guardar relaciones de transportistas","Save carriers relationships"
"Guardar remitente defecto","Save default sender"
"Guardar Remitente por defecto","Save default sender"
"Guardar Transportistas","Save Carriers"
"Guardar zonas de envío y transportistas","Save shipping zones and carriers"
"Guardaremos la configuración de nuestro Cron.","We will save the configuration of our Cron."
"Guardaremos la configuración de transportistas para utilizarlos en nuestra tienda.","We will save the transporters configuration to use them in our store."
"Guardaremos los productos seleccionados, para posteriormente asignarlos a los transportistas.","We will save the selected products, to later assign them to the carriers."
"Guarde sus credenciales en un lugar seguro","Keep your credentials in a safe place"
"ha sido borrado correctamente"," has been deleted successfully"
"Hacer click para ver el manual de esta sección","Click to see the manual of this section"
"Han habido errores durante la Grabación","There have been errors during recording"
"Han habido errores durante la reimpresión","There have been errors during reprint"
"Hasta","To"
"Hasta(h:m)","To(h:m)"
"Hasta:","To:"
"HAZLES LA VIDA FÁCIL.","MAKE THEIR LIFE EASIER."
"He leído y acepto la ","I have read and accept the "
"política de privacidad, ","privacy policy, "
"la ","the "
"política de protección de datos ","data protection policy "
"y el ","and the "
"Detalle legal del formulario.","Form Legal Details."
"Histórico de envios","Shipping history"
"Histórico Envío Correos Express","Correos Express historical shipping"
"Hola,<br/>¿Eres cliente<br/> de <span class='CEX-text-blue'>Correos</span> <span class='CEX-text-blue'>Express</span>?","Hello,<br/>Are you client<br/> of <span class='CEX-text-blue'>Correos</span> <span class='CEX-text-blue'>Express</span>?"
"Hora","Hour"
"HORA ANTERIOR A LA ACTUAL.","TIME BEFORE CURRENT."
"Hora desde la que está disponible para la recogida.","Time from which it is available for pickup."
"Hora hasta la que está disponible para la recogida.","Time until which is available for pickup."
"Hora Recogida desde","Pick up time from"
"Hora Recogida hasta","Pick up time until"
"Horario en el que se realizará la recogida","Schedule in which the collection will be made"
"ID","ID"
"ID Entidad","Entity ID"
"ID Incremental","Incremental ID"
"ID ORDEN","ORDER ID"
"Identificador","Identificator"
"Imagen logo demasiado grande","Logo image too large"
"Imprimir Etiquetas","Print your labels"
"Imprimir resumen","Print summary"
"Información básica sobre protección de datos","Basic information about data protection"
"Información extra sobre el pedido.","Extra information about the order."
"Información legal pertinente a mostrar","Relevant legal information to show"
"Inicio","Index"
"Intercambiar los datos con los del destinatario","Exchange the data with the receiver data"
"Intercambiar los datos con los del remitente","Exchange the data with the sender data"
"Intervalo de horas para la recogida.","Interval of hours for collection."
"Introduzca datos de Búsqueda.","Type search data, please."
"IR AL PEDIDO ", "GO TO ORDER "
"KG por defecto","Default KG"
"KG","KG"
"Kilos","Kg"
"La configuración se ha actualizado con éxito","The settings has been updated"
"La entrega en sábados solo está disponible si se utiliza el PAQ 14 ¿Quieres cambiar la modalidad de envío a PAQ 14?","Delivery on Saturdays is only available if PAQ 14 is used. Do you want to change the shipping method to PAQ 14?"
"La información de los clientes de la etiqueta se obtiene de una de las dos direcciones de una orden","The customer information of the label is obtained from one of the two directions of an order"
"La Orden no pertenece a un transportista CEX","The Order does not belong to a CEX carrier"
"La petición con referencia: ","The request with reference: "
"La petición de envio ","The shipping request "
"La petición de envio se ha cursado con exito: ","The shipment request has been processed successfully: "
"La petición de envio se ha cursado con éxito:","The shipment request has been successfully completed:"
"La petición de recogida ","The collection request "
"La petición de recogida se ha cursado con exito: ","The collection request has been processed successfully: "
"La petición de recogida se ha cursado con éxito:","The collection request has been successfully completed:"
"LA PETICIÓN HA SIDO CURSADA","THE PETITION HAS BEEN CURSED"
"La recogida será Automática ","The collection will be Automatic "
"La recogida será automática","The pickup will be automatic"
"La relación entre ambos es 1:1, es decir un transportista esta asociado a un producto. Si se cambia el producto asociado a un transportista, se modificará todo el histórico de pedidos relacionado con él.","The relationship between the two is 1: 1, ie a carrier is associated with a product. If the product associated with a carrier is changed, the entire order history related to it will be modified."
"Las Credenciales se han actualizado con éxito","Credentials have been updated successfully"
"Las credenciales son correctas","The credentials are correct"
"Las credenciales son incorrectas","The credentials are wrong"
"Las mejores soluciones de transporte urgente para tus clientes online","The best solutions for urgent deliveries for your online customers"
"Las zonas se listan por ","The zones are listed by "
"Las zonas se listan por <strong>orden de preferencia de uso.</strong>","The zones are listed by <strong> order of preference of use.</strong>"
"Legitimación:","Legitimation:"
"Links de descarga","Download links."
"Listado de los productos que tiene a su disposición Correos Express. Una selección de productos por tienda.","List of the products that Correos Express has at its disposal. A selection of products per store."
"Listado de los productos que tiene a su disposición Correos Express.","List of products available to Correos Express. "
"Listado de los productos que tiene a su disposición Correos Express. Marque únicamente los productos pactados con su comercial. Si se selecciona algún producto no contratado, se producirá un error al grabar el envío.","List of products available to Correos Express. Mark only the products agreed with your commercial. If a non-contracted product is selected, an error will occur when recording the shipment."
"Localización inmediata del destinatario en caso de ausencia.","Immediate location of the consignee in case of absence"
"Localización inmediata del destinatario, en caso de ausencia","Immediate location of the consignee in case of absence"
"Los campos con ","Fields with "
"Los datos de %s no ha sido actualizado","The data from %s couldn't be updated"
"Los datos de %s se han actualizado correctamente","The data from %s has been updated successfully"
"Los datos no han sido modificados","The data couldn't be updated"
"Los datos no se han actualizado","The data couldn't be updated"
"Los datos se han actualizado correctamente","The data has been updated successfully"
"Los envíos a Portugal solo están disponibles si se utiliza el PAQ 24 ¿Quieres cambiar la modalidad de envío a PAQ 24?","Shipments to Portugal are only available if PAQ 24 is used. Do you want to change the shipping method to PAQ 24?"
"Los productos no se han actualizado","The products couldn't be updated"
"Los productos se han actualizado correctamente","The products has been updated successfully"
"Los transportistas/métodos de envío son aquellos configurados en la sección Tranporte de Magento. Se debería crear un transportista para cada producto contratado, ya que un transportista solo puede tener asignado un producto.","The carriers / shipping methods are those configured in the Transportation section of Magento. A carrier should be created for each contracted product, since a carrier can only have one product assigned"
"Listado de productos seleccionados en la sección Productos Cex.","List of selected products in the section Cex Products."
"Los transportistas/métodos de envío son aquellos configurados por Magento. ", "The carriers / shipping methods are those configured by Magento."
"Método de pago contrareembolso","Payment method for cash on delivery"
"Manual Edición Código Cliente","Manual for edit customer code"
"Manual Edición Remitente","Edit sender manual"
"Manual interactivo","Interactive manual"
"Manual interactivo Grabación del pedido","Shipment record interactive manual"
"Manual interactivo Grabación masiva","Interactive manual massive recording"
"Manual interactivo Reimpresión","Interactive manual reprint"
"Manual interactivo Resumen pedidos","Interactive manual order summary"
"Medio Folio","Half-sheet"
"MENSAJE","MESSAGE"
". Mensaje-> ",". Message-> "
"MINIMIZA LAS INCIDENCIAS.","MINIMIZE INCIDENTS."
"Minutos","Minutes"
"Modalidad cambiada a PAQ 14","Shipping method change to PAQ 14"
"Modalidad de envío","Shipping method"
"Modificada relación"," RelationShip modified"
"Modificada relación transportista, se asigna PAQ 24","Carrier relationship modified, PAQ 24 assigned"
"Modificados productos configurados, se asigna y añade PAQ 24","Configured products modified, PAQ 24 added and assigned"
"Mostrando registros del 0 al 0 de un total de 0 registros","Showing 0 to 0 of 0 entries"
"Mostrando registros del _START_ al _END_ de un total de _TOTAL_ registros","Showing entries from _START_ to _END_ from a total of _TOTAL_ entries"
"Mostrar _MENU_ registros","Show _MENU_ entries"
"Mostrar/Ocultar columnas","Show/Hide columns"
"Método de pago contrareembolso","Payment method for cash on delivery"
"MÉTODO ENVÍO - PRODUCTO","SHIPPING METHOD - PRODUCT"
"Móvil","Mobile phone"
"N. ENVÍO","DELIVERY NUMBER"
"Necesitas seleccionar una oficina para completar el pedido","You need to select an office to complete your order"
"Necesitas tener códigos de remitente","You need to have sender codes"
"Ninguno","None"
"Ningún dato disponible en esta tabla","No data available in table"
"No configurado","Not configured"
"No corresponde a productos CEX","It doesn't correspond to any CEX products"
"No es una referencia Guardada en Base de Datos"," It is not a reference Saved in Database"
"No hay códigos de cliente disponibles","No codes available"
"No hay etiquetas","There is not labels"
"No hay métodos mapeados","No methods mapped"
"No hay productos CEX activos","There aren't active CEX products"
"No hay remitentes dados de alta","No senders registered"
"No hay resultados para la búsqueda","Detail of the result of the search of orders."
"No se encontraron resultados","No matching records found"
"No se ha indicado el número de bultos de la orden ","The number of packages of the order has not been indicated "
"No se ha podido establecer el remitente por defecto","Default sender couldn't be saved"
"No se ha podido guardar el remitente por defecto","It was not possible to save the sender default"
"No se puede utilizar el servicio de contrareembolso con la opcion entrega en oficina activada","You cannot use the cash on delivery service with the office delivery option activated"
"No se puede utilizar el servicio entrega en oficina con la opcion de contrareembolso activada","You cannot use the office delivery service with the cash on delivery option activated"
"NO TIENES ACCESO A ESTA SECCIÓN","YOU DON'T HAVE ACCESS TO THIS SECTION"
"No tienes productos para enviar los sábados.","You don't have products for delivey on saturdays."
"NOMBRE","NAME"
"Nombre","Name"
"Nombre:","Name:"
"NOMBRE DESTINATARIO","RECEIVER NAME"
"Nombre destinatario","Receiver name"
"Nombre remitente","Sender name"
